sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
NA18567	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	6.9211	42.7967	-0.3143	-6.3536	-2.1298
HG02317	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.0361	14.5489	3.7132	-1.4659	1.3839
HG03832	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5047	11.7679	19.2171	3.8849	1.8709
HG03372	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4074	17.3408	2.8133	0.0152	2.1297
HG02271	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	7.6715	24.2579	-21.5875	40.2075	0.9307
HG01961	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	8.7516	23.8659	-21.5542	40.1393	0.3682
HG00672	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1363	44.6470	-0.0448	-6.6346	2.3439
NA20862	SAS	SAS	0.0000	0.0006	0.0000	0.9984	0.0010	0.4512	0.1040	14.7938	2.8388	-1.2033
NA21101	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2412	6.7744	21.2442	4.8048	0.8656
NA20872	SAS	SAS	0.0000	0.0008	0.0000	0.9992	0.0000	-1.3466	0.6533	15.9201	3.6771	0.0405
HG00179	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	0.8871	-8.9790	-4.3864	-8.4675	-6.3180
HG01402	AMR	AMR	0.0000	0.0012	0.9988	0.0000	0.0000	-9.9020	-2.3838	-4.2784	2.5569	5.1495
NA20800	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-0.3960	-12.6077	-2.5557	-9.8257	7.5058
NA18747	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.7978	42.8851	-2.4830	-5.7220	1.3164
HG02355	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.5349	45.0568	2.3801	-8.2996	9.0887
HG01695	EUR	EUR	0.0000	0.0001	0.0082	0.0000	0.9916	-2.6851	-10.5504	-1.8970	-7.9463	8.9659
HG04061	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1523	10.0498	25.4616	7.9419	1.7453
HG04185	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9605	8.0444	23.8300	6.0008	0.8442
NA19462	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.4043	16.7199	2.2536	0.2178	1.4089
HG01492	AMR	AMR	0.0000	0.0004	0.9996	0.0000	0.0000	-1.4196	-4.7392	-5.9860	1.5373	3.7174
HG02685	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1777	5.6587	20.3041	4.7532	-1.9154
NA19984	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-53.3364	12.9221	4.1520	-1.7079	2.2547
HG02582	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-61.5881	16.7684	0.8654	-0.6231	4.9414
HG00581	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2091	42.6934	-0.4201	-5.9208	2.2566
HG03099	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3022	17.2917	2.3619	-0.3676	4.5178
HG04153	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7365	10.8701	19.3611	4.2330	4.0993
HG02075	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0223	43.3660	1.1126	-4.9386	6.2828
HG00138	EUR	EUR	0.0000	0.0000	0.0010	0.0000	0.9990	-0.0873	-14.8966	-2.7335	-8.4508	4.1002
HG00428	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.8829	43.6547	0.8160	-6.7090	2.5884
NA20792	EUR	EUR	0.0000	0.0000	0.0036	0.0000	0.9964	0.4199	-12.5292	-1.9380	-6.8080	7.1757
HG03833	SAS	SAS	0.0001	0.0000	0.0000	0.9999	0.0000	-0.3752	9.6103	17.3500	4.9251	-0.0446
HG03378	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0349	17.8802	2.6758	-0.2096	-0.4911
HG03458	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.0099	16.4407	2.3058	0.1735	1.4052
HG03460	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.1497	16.6924	2.7124	-0.6707	4.4999
NA20529	EUR	EUR	0.0000	0.0000	0.0033	0.0000	0.9967	-1.7500	-13.2621	-2.8369	-8.4177	7.7730
HG02851	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.0571	16.1857	1.8461	0.1168	2.0218
HG03693	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.6797	9.6299	21.5682	6.4685	0.4244
HG01795	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0625	43.7185	1.2237	-7.5526	7.2196
NA19397	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.8009	16.9857	3.4383	-0.6026	0.6249
NA20892	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5522	4.6974	20.4838	6.6832	0.8176
HG03717	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.6770	7.8667	25.5736	6.2010	-1.8875
NA18941	EAS	EAS	0.9997	0.0003	0.0000	0.0000	0.0000	7.7607	42.4879	0.1510	-4.0703	-3.8388
NA18990	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.2612	43.8280	-0.1175	-4.8630	-1.1840
NA18502	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5051	16.2377	1.9237	-0.8802	2.9830
NA21095	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4772	5.9963	20.3894	6.0582	1.4833
NA21128	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7309	5.7324	22.7154	5.0781	0.1656
HG04075	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5988	7.0073	21.5960	5.1216	4.2664
NA12778	EUR	EUR	0.0000	0.0000	0.0419	0.0000	0.9581	-0.3289	-14.0758	-5.3416	-8.3891	-0.9017
NA20535	EUR	EUR	0.0000	0.0000	0.0015	0.0000	0.9985	-1.0419	-14.4903	-2.9157	-8.7842	6.4460
HG00380	EUR	EUR	0.0000	0.0000	0.0028	0.0000	0.9972	0.3004	-12.0682	-3.2704	-6.4105	-1.5219
HG03985	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6897	10.1561	24.0612	6.2468	2.5709
HG01817	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.6091	44.5104	1.8762	-7.7826	8.5677
NA12058	EUR	EUR	0.0000	0.0000	0.0208	0.0000	0.9792	1.4701	-13.8894	-3.5343	-6.4748	1.7473
NA21103	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9063	4.8897	21.0563	6.6271	4.7803
HG01768	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	-0.8923	-13.7001	-3.1237	-9.1644	5.3018
HG02345	AMR	AMR	0.0000	0.0007	0.9993	0.0000	0.0000	0.2784	10.9658	-9.2460	15.3585	1.3936
HG01628	EUR	EUR	0.0025	0.0109	0.0602	0.0035	0.9229	-5.6750	-12.1379	-2.1590	-9.1430	8.1520
HG01870	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.8893	43.2281	1.0075	-5.8626	6.9189
HG03016	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3751	6.4124	19.6572	7.1961	4.3411
HG01092	AMR	AMR	0.0000	0.0737	0.9262	0.0001	0.0000	-16.4791	-1.2899	-3.6110	-0.5902	-0.7736
NA19085	EAS	EAS	0.9998	0.0002	0.0000	0.0000	0.0000	7.8942	42.8726	-0.0818	-2.4070	-3.4523
HG03168	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5867	16.5018	2.5846	-0.6430	1.1468
HG00378	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9993	1.2856	-10.1471	-4.5925	-6.8069	-5.3081
HG04238	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0626	6.6828	22.6232	5.4163	3.9432
HG02660	SAS	SAS	0.0000	0.0009	0.0000	0.9990	0.0000	-1.3620	0.5136	14.8624	4.9302	0.3344
HG03127	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.1671	16.3186	1.7674	-0.6090	3.0829
HG01709	EUR	EUR	0.0000	0.0015	0.0406	0.0002	0.9577	-3.6357	-12.2780	-1.6043	-6.3425	6.0060
HG04094	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8896	6.7139	21.7183	4.0019	1.4049
NA18566	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5951	43.0176	-0.4193	-4.9274	1.4803
HG03849	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0277	7.0805	23.1369	6.6081	0.3782
HG02282	AFR	AFR	0.0000	0.9990	0.0010	0.0000	0.0000	-48.9742	10.7836	1.0352	-0.1319	2.6177
HG01124	AMR	AMR	0.0000	0.0087	0.9913	0.0000	0.0000	-8.8778	2.2873	-7.6890	8.1415	4.2258
HG02496	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-57.9495	12.7996	1.7516	-1.3504	3.9641
HG03722	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.7533	8.3419	24.8378	8.0814	3.9302
NA20845	SAS	SAS	0.0000	0.0001	0.0000	0.9999	0.0000	-1.4717	3.5559	18.4794	4.1110	-0.2581
HG03575	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.5600	16.9791	2.7429	-1.4283	2.9263
HG04090	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4855	7.6607	21.4770	6.3798	3.0452
HG01524	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	-0.4907	-13.4739	-3.2863	-9.5973	3.0499
HG00145	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	-0.1527	-13.4242	-2.1725	-8.3126	5.5890
HG01710	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-2.8193	-12.2923	-0.5147	-8.0161	8.0007
NA19729	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	5.1362	20.5968	-17.4445	32.7095	3.4964
HG02787	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5927	8.3583	20.7527	5.7316	4.6548
NA12340	EUR	EUR	0.0000	0.0000	0.0023	0.0000	0.9977	-1.4928	-13.5469	-1.9229	-7.2670	4.8175
HG00476	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.2631	44.5054	0.2375	-5.9567	4.1219
HG02946	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.2024	18.1822	2.8734	0.0842	4.2688
HG04003	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8387	5.2797	18.6824	4.5809	2.4443
HG02613	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.8963	16.4019	2.5513	-1.2344	2.6687
NA19434	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.7138	16.6322	2.0764	-0.5688	2.4908
HG02484	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.0663	14.1660	2.4864	-0.6651	1.9249
NA19099	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3157	17.0092	4.1799	0.8780	3.1028
HG02614	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.6700	15.8477	3.2025	-1.2555	1.8133
NA20884	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1777	6.6278	22.4310	6.4364	-0.1163
NA19900	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	-50.0779	11.0094	1.6586	-0.4933	2.1212
NA18541	EAS	EAS	0.9997	0.0002	0.0000	0.0000	0.0000	7.9885	41.8409	-0.5838	-6.4933	-3.5876
HG03944	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8273	7.9732	21.1274	6.2303	2.0150
HG00174	EUR	EUR	0.0000	0.0000	0.0042	0.0000	0.9958	2.3779	-8.6344	-4.7660	-7.0899	-3.3077
HG01082	AMR	AMR	0.0000	0.0033	0.9967	0.0000	0.0000	-12.2492	-0.9757	-5.8343	0.7630	1.6218
NA19037	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.9394	15.1427	2.4805	-1.7059	1.8510
NA19042	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.0182	15.9466	3.6441	-0.5148	0.7441
HG03391	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4286	18.5083	3.3134	0.0136	2.3491
NA18992	EAS	EAS	0.9996	0.0004	0.0000	0.0000	0.0000	7.5316	43.1801	0.1164	-6.5632	-5.8382
HG00650	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.5802	43.5366	-0.7331	-5.8646	7.4368
HG01061	AMR	AMR	0.0000	0.0009	0.9988	0.0003	0.0000	-3.2942	-6.8495	-7.1792	-1.7721	3.4491
NA20854	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5112	2.9249	16.5617	3.2401	4.9408
NA19750	AMR	AMR	0.0000	0.0005	0.9995	0.0000	0.0000	-0.5729	0.6024	-7.7484	6.7350	5.0903
HG00110	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	0.6577	-12.8521	-2.9601	-8.9541	0.4396
HG02643	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.7864	14.9720	2.6574	-1.2175	2.4101
NA20877	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0637	4.2411	19.8442	5.9876	0.3403
HG04056	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.4206	5.9972	23.9395	6.5864	3.5691
NA18504	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.8867	16.1053	1.7906	0.6620	0.9776
NA20874	SAS	SAS	0.0000	0.0001	0.0000	0.9999	0.0000	-1.9412	2.8150	19.8802	4.5770	1.3662
NA19036	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.2809	14.8280	3.4835	-0.7498	1.8754
NA19314	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.1456	15.3037	2.3909	-1.4938	1.4357
NA18853	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4711	17.0193	2.4558	-0.5888	3.2617
HG03007	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0154	11.0547	20.6711	5.0904	2.1087
HG02461	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.9426	17.5840	2.9152	-0.4311	3.4739
HG01205	AMR	AMR	0.0006	0.0206	0.9733	0.0054	0.0001	-6.6802	-6.4627	-4.0935	-2.4264	1.3671
HG03680	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1675	7.5295	20.5527	4.6565	4.6190
HG03697	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2724	8.5797	21.7569	6.4716	4.1223
NA12775	EUR	EUR	0.0000	0.0000	0.0005	0.0000	0.9995	1.6333	-13.6217	-3.4699	-8.1754	-0.4693
HG02012	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.4817	14.5028	2.1948	-1.8040	1.9112
HG02232	EUR	EUR	0.0000	0.0000	0.0063	0.0000	0.9937	-1.4962	-13.9225	-3.8786	-9.2981	3.8532
HG02658	SAS	SAS	0.0000	0.0002	0.0000	0.9998	0.0000	-1.5889	2.3716	16.9635	5.1522	5.3789
NA20882	SAS	SAS	0.0000	0.0005	0.0000	0.9995	0.0000	-0.4582	0.4417	15.2278	3.4416	3.0815
HG01464	AMR	AMR	0.0000	0.0092	0.9908	0.0000	0.0000	-10.9765	3.7957	-8.9106	7.9254	5.7112
NA19394	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.5352	17.4634	2.1164	0.8156	0.8654
NA19087	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	9.5376	43.5880	-0.7415	-3.6996	-1.8074
HG03908	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2245	9.9611	20.4468	6.3973	1.5028
HG03837	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1610	7.1112	21.2334	4.3923	2.4200
HG01859	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.7201	42.6797	1.5252	-7.3510	4.1489
NA11843	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	0.0109	-14.2314	-2.1184	-8.1687	2.0381
HG02307	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.3833	15.7867	3.4175	-0.2609	3.5299
NA19038	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.0620	16.1410	2.1040	-1.2257	0.1421
NA19735	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.5913	19.4720	-17.3225	31.9545	0.5871
HG03838	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0051	8.5774	21.7432	7.3055	0.2473
NA19054	EAS	EAS	0.9994	0.0006	0.0000	0.0000	0.0000	7.9420	41.7606	-0.9350	-4.1979	-5.0757
HG02020	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.2349	41.7671	1.5101	-7.1430	3.1337
HG02239	EUR	EUR	0.0000	0.0003	0.0088	0.0001	0.9908	-2.3443	-11.0457	-1.9413	-6.8806	3.6859
HG01812	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.3498	44.0449	0.1997	-7.0705	8.4207
HG03673	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.3286	8.6297	21.5588	5.2249	3.1542
NA19776	AMR	AMR	0.0000	0.0009	0.9991	0.0000	0.0000	-1.4783	5.3330	-9.7621	13.2333	5.5152
NA20508	EUR	EUR	0.0000	0.0000	0.0036	0.0000	0.9964	-2.4872	-13.2851	-2.2624	-7.8576	6.1588
NA18619	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.1783	42.5973	-1.5284	-6.2506	-1.6027
HG01134	AMR	AMR	0.0000	0.0028	0.9972	0.0000	0.0000	-5.3710	-1.2658	-7.0181	2.7271	2.9118
NA19332	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.1193	16.5753	2.3328	-1.4894	2.1691
HG01770	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	-0.7959	-13.1884	-2.8171	-8.9295	5.8300
HG01613	EUR	EUR	0.0000	0.0000	0.0044	0.0000	0.9956	-0.6860	-13.8663	-3.3696	-8.4538	4.3156
HG03115	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.8829	17.3521	2.2996	0.8609	4.1895
NA18637	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2094	43.7489	0.5504	-7.4709	2.0342
HG03789	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1862	4.5558	17.6148	5.7575	3.6001
HG03157	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.7885	18.8209	2.4363	-1.1425	2.1054
HG03247	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.7940	16.0540	2.7673	-0.5965	1.5796
HG00419	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0884	44.4692	-0.1191	-5.1813	2.4795
HG03539	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.1934	16.2659	2.5910	-1.4266	2.2028
NA19789	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	0.3159	3.8454	-8.3704	11.3157	5.0199
HG02072	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0361	42.8725	0.5026	-5.5670	5.6739
HG02084	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9954	41.9169	1.4316	-5.4687	3.3307
HG03643	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6681	7.0959	22.3463	4.9752	2.6656
HG00640	AMR	AMR	0.0001	0.0055	0.9932	0.0011	0.0001	-3.7454	-5.2981	-4.0484	-1.4051	5.2978
NA20846	SAS	SAS	0.0000	0.0001	0.0000	0.9999	0.0000	-0.3017	2.1774	17.4091	3.5518	2.2156
HG01085	AMR	AMR	0.0001	0.0078	0.9911	0.0010	0.0000	-7.6558	-4.8607	-4.0229	-2.1688	3.2707
HG00533	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.8129	44.0579	-1.7860	-5.2909	3.4854
NA19756	AMR	AMR	0.0000	0.0012	0.9988	0.0000	0.0000	-0.1185	7.7746	-11.3192	12.6341	-0.1117
HG00290	EUR	EUR	0.0000	0.0001	0.0006	0.0000	0.9994	1.8059	-7.3847	-2.3593	-7.5146	-6.1127
NA18956	EAS	EAS	0.9996	0.0004	0.0000	0.0000	0.0000	7.1127	42.9681	0.4872	-5.0114	-5.3814
NA20847	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5958	5.9384	22.2737	5.3719	0.5922
HG01989	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	-52.4117	12.3243	0.7509	-2.8240	3.1636
HG03965	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8711	9.3972	22.0903	7.5577	3.5699
HG02891	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6887	16.4809	1.5718	-1.4858	2.9718
HG02887	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.7850	17.1143	2.0830	-0.3760	0.3147
HG01610	EUR	EUR	0.0000	0.0000	0.0041	0.0000	0.9959	-1.0358	-13.5478	-3.8653	-9.5799	3.1621
HG00310	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	1.6049	-11.4909	-4.2830	-7.2796	-3.8652
HG01374	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.9781	-4.7027	-9.0320	4.8023	2.4341
HG02681	SAS	SAS	0.0000	0.0004	0.0000	0.9996	0.0000	-0.4042	1.4558	15.2795	3.0988	1.5808
HG03953	SAS	SAS	0.0000	0.0001	0.0000	0.9999	0.0000	-3.2856	8.1637	21.2915	2.3931	2.5215
HG00100	EUR	EUR	0.0000	0.0000	0.0012	0.0000	0.9988	-0.5665	-14.4405	-1.6692	-6.9347	2.3711
HG02128	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.5080	42.9972	-0.4938	-6.5863	5.8689
HG03746	SAS	SAS	0.0000	0.0006	0.0000	0.9994	0.0000	-1.9663	3.0998	15.4403	4.1768	3.9364
HG00119	EUR	EUR	0.0000	0.0000	0.0027	0.0000	0.9973	0.8015	-12.8569	-4.0452	-9.5276	1.7658
NA20864	SAS	SAS	0.0000	0.0002	0.0000	0.9998	0.0000	-1.2313	2.4845	17.7173	2.3001	3.2187
HG00623	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0344	44.5624	0.0455	-4.6101	3.6492
HG04239	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8285	8.1179	22.4271	4.5729	1.5616
NA19089	EAS	EAS	0.9997	0.0003	0.0000	0.0000	0.0000	7.5744	41.2741	0.6149	-3.5426	-3.8675
NA19347	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.7343	16.6153	2.1854	-0.3418	2.3370
HG00634	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.2562	45.2085	1.0386	-6.6415	5.4776
NA19664	AMR	AMR	0.0000	0.0006	0.9994	0.0000	0.0000	0.9127	8.8625	-10.2958	13.9559	3.5127
HG01883	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-53.2059	12.7954	2.4188	-0.3772	0.7709
HG00313	EUR	EUR	0.0000	0.0001	0.0002	0.0000	0.9998	-0.0252	-9.5060	-4.7724	-8.4788	-8.0210
HG02793	SAS	SAS	0.0000	0.0001	0.0000	0.9999	0.0000	-3.4528	5.4902	21.9866	4.3549	3.6534
HG00651	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.8840	44.9537	-2.8843	-5.6238	4.2091
NA18749	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.8684	43.1164	0.5094	-4.9601	0.9507
HG03989	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.5599	7.2236	21.8599	6.8184	4.4750
HG01531	EUR	EUR	0.0000	0.0000	0.0020	0.0000	0.9980	-1.6936	-12.7037	-1.6871	-7.3033	5.3330
HG03817	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1671	9.1023	17.6676	3.3653	2.2728
HG04177	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6475	9.3274	19.9876	2.5596	1.6522
NA19445	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.2022	15.5430	3.4190	-1.8483	-2.3245
HG03755	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.2459	7.5347	20.8633	5.7273	3.8610
HG03380	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6912	16.4450	1.6257	0.6113	0.7483
NA20536	EUR	EUR	0.0000	0.0000	0.0038	0.0000	0.9962	-1.4558	-11.3098	-2.6543	-8.1750	8.5216
NA12748	EUR	EUR	0.0000	0.0000	0.0066	0.0000	0.9934	1.3524	-12.5733	-3.8569	-8.2249	1.2744
NA19318	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.7457	16.2003	3.2205	-1.0567	0.5785
HG02165	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0246	43.5551	-0.2373	-7.1122	6.7556
HG00244	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	0.9420	-14.6190	-2.5421	-6.8742	-0.0688
NA19005	EAS	EAS	0.9997	0.0003	0.0000	0.0000	0.0000	6.8634	43.2033	-0.3062	-5.7131	-4.7497
HG03858	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2078	8.7868	22.2677	5.6270	4.1955
HG02879	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.1573	17.0078	2.3250	0.0656	4.0837
HG03027	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.0030	17.7951	2.0298	-0.6195	2.9282
NA20868	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5759	5.1299	21.8922	9.3043	5.1123
HG01522	EUR	EUR	0.0000	0.0000	0.0024	0.0000	0.9976	-1.6494	-13.1871	-2.8880	-8.8332	6.5109
NA18950	EAS	EAS	0.9991	0.0009	0.0000	0.0000	0.0000	6.0913	42.5260	-2.8242	-5.2629	-6.0580
HG02107	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.1648	16.6841	2.7605	-0.1881	1.5349
HG03163	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.6766	17.2110	2.6046	-1.0353	2.7142
HG01286	AMR	AMR	0.0000	0.0076	0.9924	0.0000	0.0000	-13.5459	-0.8281	-3.3671	-0.0255	3.8237
HG01809	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9405	43.1610	1.1936	-7.8630	6.3032
