sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG01598	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.4607	42.7057	1.8153	-6.8394	7.6593
HG02502	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	-51.6745	11.6929	1.4944	-1.3951	3.5806
HG01684	EUR	EUR	0.0000	0.0000	0.0114	0.0000	0.9886	-0.7138	-14.2946	-3.8408	-8.1755	3.2246
HG01069	AMR	AMR	0.0000	0.0024	0.9974	0.0001	0.0000	-6.5370	-4.5081	-4.0785	1.3868	3.6067
NA18912	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.1220	18.1352	1.9560	0.5154	3.5364
NA18591	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.5440	44.4778	-1.8395	-6.6900	0.0582
NA19035	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.6440	15.9383	2.9458	-0.7236	1.3099
HG02379	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.4916	42.9862	1.7946	-6.6474	4.3034
NA10851	EUR	EUR	0.0000	0.0000	0.0151	0.0000	0.9849	0.2185	-14.5530	-4.6030	-8.1331	0.0450
HG03229	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1834	4.4477	19.1771	4.2691	2.5650
HG03615	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4870	10.4105	19.9169	3.8868	1.3725
HG02339	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-61.9156	15.0132	2.2101	-0.0794	4.9352
HG03805	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1416	11.4741	18.7695	5.3730	3.4906
HG00125	EUR	EUR	0.0000	0.0000	0.0220	0.0000	0.9779	-0.0919	-12.9108	-4.8422	-7.5964	-1.6097
HG00346	EUR	EUR	0.0000	0.0001	0.0113	0.0000	0.9886	1.0986	-9.0629	-3.3405	-4.8116	-2.5314
HG01939	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	5.1997	16.0755	-19.0660	31.1154	4.7879
NA19146	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.9347	18.3127	2.1738	0.5779	2.2747
NA19114	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.8585	17.3194	2.7871	-0.5479	3.4209
HG00234	EUR	EUR	0.0000	0.0000	0.0443	0.0000	0.9557	0.2150	-13.9408	-4.6211	-7.5074	0.7276
NA19058	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.7829	42.6916	-1.2533	-4.1587	-2.1748
HG02784	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5222	6.4703	21.5054	6.6132	3.9941
NA12828	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	1.7119	-12.8413	-2.3401	-6.0667	-0.3453
HG03369	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.3687	16.1933	4.0662	-0.7512	3.0142
HG03511	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-63.0315	16.8366	0.4778	-0.9758	2.3715
NA19669	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	1.0790	0.1101	-5.5991	6.3074	5.9400
HG01630	EUR	EUR	0.0000	0.0000	0.0052	0.0000	0.9948	-2.1805	-11.7028	-2.7115	-8.3241	6.2065
NA19717	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	3.2841	9.1919	-11.8406	20.4925	4.7221
HG02583	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.3346	16.4802	2.2328	-0.3458	1.1281
HG03624	SAS	SAS	0.0000	0.0004	0.0000	0.9995	0.0000	-0.6989	-0.5616	16.5835	4.1199	4.9135
NA19720	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.4940	11.6832	-14.9131	19.1868	2.9186
NA20340	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-52.7237	12.9803	2.1701	-1.5848	4.1544
NA18535	EAS	EAS	0.9998	0.0000	0.0000	0.0000	0.0001	9.6981	43.7926	-0.6172	-7.9485	1.3496
HG01675	EUR	EUR	0.0000	0.0000	0.0048	0.0000	0.9952	0.6338	-14.1002	-3.1593	-8.0854	7.1253
NA20356	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-54.6724	13.6046	2.3767	-0.4968	1.0206
HG01372	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.0012	0.2442	-10.8107	8.4285	3.2310
HG01325	AMR	AMR	0.0000	0.0027	0.9971	0.0002	0.0000	-8.7013	-6.7880	-4.8760	-2.3765	4.0920
HG02348	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.0387	19.2138	-18.2412	34.6388	3.7288
HG00358	EUR	EUR	0.0000	0.0002	0.0008	0.0000	0.9989	0.6996	-7.0205	-3.0547	-8.1742	-6.0829
NA07051	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	0.7694	-13.0933	-2.5402	-7.8242	0.6667
HG02562	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.4934	16.5217	3.5262	0.1936	1.1346
HG02236	EUR	EUR	0.0000	0.0000	0.0062	0.0000	0.9938	-2.0398	-12.5142	-3.1937	-8.7049	5.5283
HG03702	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.0758	6.0783	19.8602	4.6355	-0.9985
HG00553	AMR	AMR	0.0000	0.0037	0.9963	0.0000	0.0000	-11.7548	-0.0964	-4.6643	1.4807	4.9624
HG00704	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.7961	44.2012	-0.5094	-5.7496	4.3570
HG02185	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.7383	43.3860	0.5508	-7.0304	9.1864
NA18543	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	7.4945	44.5994	0.3289	-8.2938	2.1562
NA18873	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.3292	16.8993	2.4131	-0.7538	3.8555
NA20753	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-0.1849	-12.6984	-2.8790	-9.4135	5.0740
HG00350	EUR	EUR	0.0000	0.0000	0.0010	0.0000	0.9990	1.1113	-11.7600	-3.1542	-6.9296	-1.4962
NA20530	EUR	EUR	0.0000	0.0000	0.0005	0.0000	0.9995	-0.5626	-13.8949	-3.0911	-10.0768	6.7814
HG01182	AMR	AMR	0.0000	0.0043	0.9954	0.0003	0.0000	-7.7879	-4.4884	-5.1317	0.7372	0.5022
HG01513	EUR	EUR	0.0000	0.0000	0.0024	0.0000	0.9976	-0.4620	-13.4143	-3.3342	-8.9256	5.5386
NA19116	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4982	16.6304	3.0825	-0.8196	3.8494
HG03451	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.7582	18.1025	1.3421	-1.7131	2.2867
HG02624	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.5170	16.4889	3.6265	-0.8696	0.1156
HG01874	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2965	41.6268	1.1589	-5.2806	6.5174
HG01767	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	-1.4585	-13.4063	-2.2543	-8.3567	5.5333
HG02184	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.3119	44.4119	0.8876	-8.0789	7.8770
NA21112	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.7712	3.5473	20.7257	6.3798	2.0505
HG01075	AMR	AMR	0.0253	0.1493	0.5991	0.0464	0.1799	-6.4338	-8.5113	-2.2423	-6.2522	3.4604
HG01844	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7449	41.5580	1.8091	-5.7314	5.9819
NA19235	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4945	15.7095	2.5721	-0.8081	3.1651
HG02215	EUR	EUR	0.0000	0.0000	0.0068	0.0000	0.9932	0.1339	-13.0991	-4.0699	-8.8934	1.8195
NA19779	AMR	AMR	0.0000	0.0017	0.9983	0.0000	0.0000	-0.6639	1.1476	-6.4033	6.8043	5.3870
HG02088	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.3048	44.0884	1.9638	-7.2176	5.0003
HG02032	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.4126	43.4621	-0.2526	-6.3850	5.4853
NA19079	EAS	EAS	0.9998	0.0002	0.0000	0.0000	0.0000	7.5614	43.6475	0.2122	-2.9459	-3.5013
HG04162	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3218	11.8382	18.6294	4.3640	2.1012
HG01359	AMR	AMR	0.0000	0.0168	0.9829	0.0003	0.0000	-1.3682	-0.0268	-7.6172	4.2392	-0.0009
HG04146	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4717	12.1341	19.4590	4.6392	4.1016
HG00108	EUR	EUR	0.0000	0.0000	0.0286	0.0000	0.9714	0.9695	-12.4474	-4.4440	-7.6874	1.5556
HG04096	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3678	5.4319	25.7755	6.3166	1.3006
NA19198	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.2840	16.7573	1.8747	0.3187	3.8096
NA20761	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	-1.0518	-11.5996	-1.3241	-9.5800	9.3765
HG03577	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3137	16.5750	3.1440	-0.4182	3.1043
HG02090	AMR	AMR	0.0000	0.0007	0.9993	0.0000	0.0000	-2.7694	13.5580	-13.5347	20.3454	1.4000
HG01668	EUR	EUR	0.0001	0.0001	0.0005	0.0001	0.9993	-3.6509	-12.2110	-1.3905	-9.3013	5.1725
HG03636	SAS	SAS	0.0000	0.0002	0.0000	0.9998	0.0000	-0.7042	1.8058	16.9321	4.1995	1.1209
NA19914	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	-44.6026	8.7688	1.7932	-2.7255	1.8644
HG04219	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.7846	7.7584	21.3922	7.2932	0.8571
NA18940	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.7410	42.3180	0.7142	-3.9874	-2.3421
NA20905	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2073	4.6014	19.2343	5.5141	1.2177
NA21126	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3871	5.2945	22.7035	6.0313	4.8423
HG01130	AMR	AMR	0.0000	0.0024	0.9976	0.0001	0.0000	-2.3340	-2.5468	-6.8174	2.8488	3.4033
NA18639	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7313	45.4141	2.2465	-7.5700	2.7714
HG02147	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	7.0251	21.8229	-21.6972	36.6098	0.6444
HG02049	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7735	44.1278	1.7114	-6.7264	9.4226
NA18961	EAS	EAS	0.9998	0.0002	0.0000	0.0000	0.0000	8.3381	43.6642	0.8247	-3.1571	-5.0544
HG02155	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4638	44.5714	0.3876	-6.5396	7.0115
HG02757	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.8686	16.5351	2.6145	-1.0441	3.4261
HG03103	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.0472	17.3745	2.5394	-0.7551	4.2533
HG00140	EUR	EUR	0.0000	0.0000	0.0021	0.0000	0.9979	0.8929	-13.7166	-2.9156	-8.3049	5.3495
HG04070	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4859	7.4137	23.5471	6.6663	5.1764
HG02137	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.2094	42.7823	1.4065	-6.8152	7.3936
HG01188	AMR	AMR	0.0000	0.0207	0.9793	0.0000	0.0000	-10.5840	0.9745	-5.1897	4.0815	0.5419
NA12273	EUR	EUR	0.0000	0.0000	0.0020	0.0000	0.9980	-0.5813	-13.6912	-1.4397	-6.2520	2.6071
HG03681	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.6201	6.9001	22.2889	5.9272	4.3174
NA19138	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.2848	15.8319	2.4474	0.1429	4.5667
NA18630	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0000	6.9567	43.3358	-0.0432	-7.1063	-1.0591
HG01187	AMR	AMR	0.0000	0.0207	0.9793	0.0000	0.0000	-7.3457	2.4515	-7.7180	5.4454	3.6965
HG00231	EUR	EUR	0.0000	0.0000	0.0974	0.0000	0.9026	0.9170	-13.6496	-4.2501	-6.1016	2.6149
HG01686	EUR	EUR	0.0000	0.0001	0.0028	0.0000	0.9971	-2.8103	-12.7039	-1.5795	-7.3287	5.0482
HG04198	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0432	5.6918	22.9055	7.2251	4.0474
HG00341	EUR	EUR	0.0000	0.0004	0.0019	0.0000	0.9977	0.3232	-8.8351	-1.2279	-5.7072	-2.9186
NA18633	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2733	45.1281	-1.1690	-5.1391	0.4587
NA18603	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.1022	44.7777	1.0208	-6.1137	4.1300
NA20298	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.7553	15.2774	2.7057	-0.4219	1.4572
HG03940	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8141	9.3249	22.5081	5.2280	0.4829
HG02895	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3379	16.7204	2.5852	-0.1147	2.8765
HG01051	AMR	AMR	0.0000	0.0069	0.9931	0.0000	0.0000	-12.8759	0.2877	-6.0104	1.3141	1.8062
NA19137	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.9821	17.1903	2.2305	1.1250	1.7949
HG03295	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0874	18.3765	3.1044	0.3065	4.2594
NA18878	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5644	15.9593	1.6171	-0.3346	1.7262
HG02759	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.3907	15.6352	1.7008	1.4065	2.4712
HG02150	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	9.6770	21.9647	-21.6113	37.5987	1.2337
HG00121	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	1.0605	-14.1312	-2.4661	-7.5140	-1.1755
HG03955	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7643	9.5111	22.0554	6.4726	0.3939
HG03900	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0422	5.3380	21.6084	5.8129	0.5322
NA19077	EAS	EAS	0.9996	0.0004	0.0000	0.0000	0.0000	7.9766	43.0790	-0.8496	-4.3731	-4.9099
NA19319	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.2796	15.1109	1.7379	-0.5692	2.0303
NA20758	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-2.3820	-13.0861	-0.9242	-8.8926	6.7037
HG03593	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4138	9.9066	19.0239	5.7337	1.8781
HG00684	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.9619	44.4893	-0.6560	-6.3665	3.4292
NA20783	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-0.8287	-13.7006	-1.8784	-8.4958	7.2000
NA19922	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	-44.9456	8.5925	1.9645	-1.4599	2.3767
NA19020	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.6709	15.0338	3.0633	-2.7414	1.2669
HG03449	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.7036	16.8382	1.6753	-1.1745	1.7887
HG03209	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-63.0635	17.8937	1.0306	-0.0929	4.4527
NA18522	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.1813	16.6196	2.2883	0.1359	4.7885
HG00590	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7901	44.4888	1.0062	-7.5341	2.0283
HG00622	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.6846	46.3965	-0.2361	-6.3714	1.1375
HG02943	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0293	17.6810	3.1592	-1.1782	3.7510
HG03711	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9171	6.8144	22.3218	5.6324	2.4577
NA18858	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.9733	17.4360	3.1554	-0.5131	2.2883
NA18870	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-62.9335	16.8398	1.3770	-0.8782	5.8791
HG01673	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-0.9178	-13.6367	-2.3365	-8.8723	4.1689
HG03114	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.9913	16.9205	2.9543	0.3113	2.1566
HG03705	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9805	8.1278	21.5192	4.6372	3.9683
NA18740	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6015	44.1897	-0.8627	-6.8202	3.7397
HG00267	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	1.5746	-9.7527	-0.6079	-7.7662	-8.3848
NA19374	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.6781	15.7742	1.9101	-2.6136	1.8520
HG00707	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	10.0641	44.7697	0.4300	-6.9403	5.4390
HG01504	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-1.1388	-12.9979	-1.9648	-9.8706	6.8421
HG00260	EUR	EUR	0.0000	0.0000	0.0193	0.0000	0.9807	1.3368	-14.1438	-4.7222	-8.7743	4.6964
HG00593	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.4244	45.2654	0.1593	-7.0593	3.2589
NA18617	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7844	43.9092	0.4468	-6.0788	1.8899
NA18867	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.7361	16.9975	2.9545	-0.7172	2.1334
NA12760	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-0.0588	-13.5673	-2.3352	-9.1285	1.5248
HG04131	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1714	11.3093	18.3353	4.4640	3.0368
NA20804	EUR	EUR	0.0000	0.0000	0.0010	0.0000	0.9990	-1.3171	-11.2864	-2.8867	-9.9305	5.8984
NA19143	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0575	16.8375	2.3121	-0.7180	1.8119
HG02086	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1981	42.4743	1.5181	-6.4257	5.1959
HG00556	EAS	EAS	0.9995	0.0000	0.0000	0.0000	0.0005	8.2099	43.7090	-0.8691	-8.8267	3.3475
HG01985	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-57.6835	15.3500	0.7711	-1.3099	2.6697
HG03086	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.7765	16.0717	1.9039	-0.2795	2.6844
HG03772	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9518	7.9009	25.5571	7.4682	5.1033
NA20355	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-50.0011	11.3095	1.3220	-2.6431	0.1995
NA19062	EAS	EAS	0.9993	0.0007	0.0000	0.0000	0.0000	7.1150	41.5835	-0.7570	-3.6428	-5.2356
HG02635	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.1374	15.9311	2.0534	-1.1863	2.4744
HG02029	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.3525	43.3944	1.0249	-6.8760	2.5032
HG01942	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	7.3975	18.3035	-18.7596	34.1172	5.1256
HG03649	SAS	SAS	0.0000	0.0001	0.0000	0.9999	0.0000	-1.0533	3.0364	18.1630	3.5684	4.1043
HG00187	EUR	EUR	0.0000	0.0003	0.0018	0.0000	0.9978	-0.2817	-9.1606	-3.7242	-5.2314	-5.1123
NA12154	EUR	EUR	0.0000	0.0000	0.0028	0.0000	0.9972	-0.3927	-12.8410	-2.8808	-8.3138	1.3361
HG01705	EUR	EUR	0.0000	0.0000	0.0097	0.0000	0.9902	-3.0936	-12.9502	-3.6485	-9.3304	7.2970
NA18505	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-63.7612	17.5802	0.3368	-0.4731	3.5512
NA12814	EUR	EUR	0.0000	0.0000	0.0594	0.0000	0.9406	1.5564	-13.3880	-4.9846	-7.5508	1.1064
HG01112	EUR	AMR	0.0000	0.0000	0.2455	0.0000	0.7545	0.1465	-11.5999	-3.6930	-4.6640	3.1434
HG01271	AMR	AMR	0.0000	0.0018	0.9982	0.0000	0.0000	-3.2789	-0.1340	-8.5137	3.9225	5.5073
HG01813	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	8.2345	44.8890	1.4615	-8.7361	4.5013
HG02291	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	7.5167	24.1717	-21.6554	39.1265	4.5025
HG03714	SAS	SAS	0.0000	0.0002	0.0000	0.9998	0.0000	-0.9329	4.4357	16.8513	2.0666	2.7466
NA20581	EUR	EUR	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0048	-14.3867	-0.3496	-8.7725	5.2763
HG03888	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0467	4.7150	18.8119	3.8054	4.8826
HG00171	EUR	EUR	0.0000	0.0000	0.0015	0.0000	0.9985	2.4911	-8.8910	-4.7644	-6.5684	-4.5922
NA18949	EAS	EAS	0.9996	0.0004	0.0000	0.0000	0.0000	7.9946	42.0720	0.3354	-4.9741	-4.5962
NA21142	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8037	5.5465	20.3037	6.5967	0.5986
HG00318	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	1.2973	-10.2219	-3.4926	-6.6405	-7.7450
HG03129	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.9714	18.1170	1.2703	-2.0727	2.6159
NA19355	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.6815	16.0350	1.9705	-0.0957	2.5924
NA19452	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.8128	16.2374	3.0775	-1.0254	1.2713
NA19248	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.4654	16.3282	1.8825	0.4220	3.6695
HG01912	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-55.8549	13.1307	1.7831	-0.3411	3.1050
NA19449	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.4079	16.5088	1.7688	-0.5796	0.4519
HG01468	AMR	AMR	0.0000	0.0002	0.9996	0.0000	0.0001	-0.3112	-5.5283	-5.5825	0.9550	2.4975
NA18876	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6157	17.1707	2.3482	-0.1250	3.4587
NA11832	EUR	EUR	0.0000	0.0000	0.0005	0.0000	0.9995	-0.3919	-13.8831	-2.6494	-9.4523	1.2492
HG01174	AMR	AMR	0.0004	0.0073	0.9880	0.0020	0.0022	-3.4881	-7.0448	-3.4757	-2.7826	4.9607
HG02586	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.4942	16.5601	3.0515	-1.0423	2.5055
HG02837	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.1373	16.0978	4.0973	-1.1508	2.5233
HG01357	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	0.3141	-1.7257	-9.4943	4.3094	0.2263
HG02884	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4001	15.4216	2.3039	-0.0285	3.5611
NA20863	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3158	3.8066	20.6349	5.5528	1.3377
NA20513	EUR	EUR	0.0000	0.0000	0.0005	0.0000	0.9995	-1.0459	-11.7789	-1.4577	-8.1886	4.0396
HG00239	EUR	EUR	0.0000	0.0000	0.0014	0.0000	0.9986	-0.2701	-13.5099	-2.4803	-8.0610	3.8950
NA12400	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-0.0078	-14.5961	-2.2120	-8.0556	3.2620
NA18636	EAS	EAS	0.9998	0.0000	0.0000	0.0000	0.0002	8.0224	44.7014	-2.3638	-8.5195	3.6438
HG00705	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.9310	44.5751	-0.7204	-6.6787	3.8595
HG02541	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-50.0703	12.0664	2.0000	-1.9371	0.3302
HG02009	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-53.3757	11.4624	0.7193	-2.3623	-0.5832
HG02594	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.3221	17.1820	1.9435	-0.5849	2.8627
NA18552	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9404	43.0050	0.5800	-5.4062	3.9351
HG01047	AMR	AMR	0.0000	0.0014	0.9985	0.0001	0.0000	-4.3223	-5.8027	-5.4217	-2.6421	8.9372
HG03212	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3549	17.6621	1.7587	1.0277	2.7012
HG01958	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	-53.2151	14.1501	0.9416	-0.2524	3.0321
NA20759	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	-1.1036	-11.8392	-0.9647	-6.8932	8.3788
HG04002	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0830	6.0182	23.4022	5.7752	1.6697
HG04059	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8276	5.5997	22.3620	6.9556	6.4162
NA19334	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.0984	16.1105	3.9816	-1.5160	1.0488
HG01880	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-34.4568	13.6076	9.2129	1.3196	3.1664
HG03237	SAS	SAS	0.0000	0.0014	0.0000	0.9985	0.0000	-1.7614	1.6338	14.7429	3.5517	0.0614
HG01550	AMR	AMR	0.0000	0.0052	0.9945	0.0003	0.0000	-2.3035	-2.4783	-5.8663	2.8531	1.9650
HG02304	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	4.4387	18.7229	-17.0173	29.8216	5.0443
